OWNERSHIP_TYPE,BUILDING_USE,LEASED,AGENCY,OWNERNAME,OWNERNAME2,ASSESSMENT,TAX_RATE,ANNUAL_TAX,RES,CONDO_LOT,LOT_SF,BOOK,PAGE,CONDO_REGIME,CONDO_BOOK,CONDO_PAGE,COMMENT_,PART_LOT,WARD,ANC,COMMENCE,EXPIRATION,LEASE,x,y
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,388880,0.85,0,,N,1820,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED.  MULTIPLE ADDRESSES (1257 & 1259 ELDER STREET NW),N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,44360,0.85,0,,N,8871,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,638240,0.85,0,,N,2987,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED.  MULTIPLE ADDRESSES (1237 & 1239 ELDER STREET NW),N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,385040,0.85,0,,N,1802,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED.  MULTIPLE ADDRESSES (1233 & 1235 ELDER STREET NW),N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,385040,0.85,0,,N,1802,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED.  MULTIPLE ADDRESSES (1229 & 1231 ELDER STREET NW),N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,385040,0.85,0,,N,1802,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED.  MULTIPLE ADDRESSES (1225 & 1227 ELDER STREET NW),N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,837590,0.85,0,,N,3290,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED.  MULTIPLE ADDRESSES (1221 & 1223 ELDER STREET NW),N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,670930,0.85,0,,N,3140,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED.  MULTIPLE ADDRESSES (1217 & 1219 ELDER STREET NW),N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,388880,0.85,0,,N,1820,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED.  MULTIPLE ADDRESSES (1213 & 1215 ELDER STREET NW),N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,388880,0.85,0,,N,1820,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED.  MULTIPLE ADDRESSES (1209 & 1211 ELDER STREET NW),N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,388880,0.85,0,,N,1820,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED.  MULTIPLE ADDRESSES (1207 & 1205 ELDER STREET NW),N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,394220,0.85,0,,N,1845,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED.  MULTIPLE ADDRESSES (1201 & 1203 ELDER STREET NW),N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,513670,0.85,0,,N,2404,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,271580,0.85,0,,N,1271,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,271580,0.85,0,,N,1271,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,271580,0.85,0,,N,1271,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,271580,0.85,0,,N,1271,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,278410,0.85,0,,N,1303,3901,W,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,368310,0.85,0,,N,1862,3901,X,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,234990,0.85,0,,N,1188,3901,X,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,234990,0.85,0,,N,1188,3901,X,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,234990,0.85,0,,N,1188,3901,X,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,234990,0.85,0,,N,1188,3901,X,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,293740,0.85,0,,N,1485,3901,X,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,293740,0.85,0,,N,1485,3901,X,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,234990,0.85,0,,N,1188,3901,X,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,215410,0.85,0,,N,1089,3901,X,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,259520,0.85,0,,N,1312,3901,X,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,PEDESTRIAN ROW,N,DGS,DISTRICT OF COLUMBIA,,7790,0.85,0,,N,1557,3901,X,,,,FERN PARK:  THE PARKS AT WALTER REED OPEN SPACE / VACANT LAND,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,358820,0.85,0,,N,1814,3901,X,,,,FERN PARK:  THE PARKS AT WALTER REED.  MULTIPLE ADRESSES (7224 & 7226 GEORGIA AVE NW),N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,332310,0.85,0,,N,1680,3901,X,,,,FERN PARK:  THE PARKS AT WALTER REED.  MULTIPLE ADRESSES (7220 & 7222 GEORGIA AVE NW),N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,312930,0.85,0,,N,1582,3901,X,,,,FERN PARK:  THE PARKS AT WALTER REED.  MULTIPLE ADRESSES (7216 & 7218 GEORGIA AVE NW),N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,312930,0.85,0,,N,1582,3901,X,,,,FERN PARK:  THE PARKS AT WALTER REED.  MULTIPLE ADRESSES (7212 & 7214 GEORGIA AVE NW),N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,312930,0.85,0,,N,1582,3901,X,,,,FERN PARK:  THE PARKS AT WALTER REED.  MULTIPLE ADRESSES (7208 & 7210 GEORGIA AVE NW),N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,367130,0.85,0,,N,1586,3901,X,,,,FERN PARK:  THE PARKS AT WALTER REED.  MULTIPLE ADRESSES (7204 & 7206 GEORGIA AVE NW),N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,360800,0.85,0,,N,1824,3901,X,,,,FERN PARK:  THE PARKS AT WALTER REED.  MULTIPLE ADRESSES (7200 & 7202 GEORGIA AVE NW),N,4,ANC 4A,,,N,,
PUBLIC,PEDESTRIAN ROW,N,DHCD,DISTRICT OF COLUMBIA,,1710,0.85,0,,N,342,3901,X,,,,FERN PARK:  THE PARKS AT WALTER REED,N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,358820,0.85,0,,N,1814,3901,X,,,,FERN PARK:  THE PARKS AT WALTER REED.  MULTIPLE ADRESSES (1101 & 1103 ELDER STREET NW),N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,384930,0.85,0,,N,1946,3901,X,,,,FERN PARK:  THE PARKS AT WALTER REED.  MULTIPLE ADRESSES (1105 & 1107 ELDER STREET NW),N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,392840,0.85,0,,N,1986,3901,X,,,,FERN PARK:  THE PARKS AT WALTER REED.  MULTIPLE ADRESSES (1109 & 1111 ELDER STREET NW),N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,401940,0.85,0,,N,2032,3901,X,,,,FERN PARK:  THE PARKS AT WALTER REED.  MULTIPLE ADRESSES (1113 & 1115 ELDER ST NW),N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,818720,0.85,0,,N,4139,3901,X,,,,FERN PARK:  THE PARKS AT WALTER REED.  MULTIPLE ADRESSES (1117 & 1119 ELDER STREET NW),N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,606270,0.85,0,,N,3065,3901,X,,,,FERN PARK:  THE PARKS AT WALTER REED.  MULTIPLE ADRESSES (1121 & 1123 ELDER ST NW),N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,411240,0.85,0,,N,2079,3901,X,,,,FERN PARK:  THE PARKS AT WALTER REED.  MULTIPLE ADRESSES (1125 & 1127 ELDER STREET NW),N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,411240,0.85,0,,N,2079,3901,X,,,,FERN PARK:  THE PARKS AT WALTER REED.  MULTIPLE ADRESSES (1129 & 1131 ELDER STREET NW),N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,411240,0.85,0,,N,2079,3901,X,,,,FERN PARK:  THE PARKS AT WALTER REED.  MULTIPLE ADRESSES (1133 & 1135 ELDER STREET NW),N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,416970,0.85,0,,N,2108,3901,X,,,,FERN PARK:  THE PARKS AT WALTER REED.  MULTIPLE ADRESSES (1137 & 1139 ELDER STREET NW),N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,354270,0.85,0,,N,1791,3901,X,,,,FERN PARK:  THE PARKS AT WALTER REED.  MULTIPLE ADRESSES (7201 & 7203 12TH STREET NW),N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,349520,0.85,0,,N,1767,3901,X,,,,FERN PARK:  THE PARKS AT WALTER REED.  MULTIPLE ADRESSES (7205 & 7207 12TH STREET NW),N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,349520,0.85,0,,N,1767,3901,X,,,,FERN PARK:  THE PARKS AT WALTER REED.  MULTIPLE ADRESSES (7211 & 7209 12TH STREET NW),N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,349520,0.85,0,,N,1767,3901,X,,,,FERN PARK:  THE PARKS AT WALTER REED.  MULTIPLE ADRESSES (7213 & 7215 12TH STREET NW),N,4,ANC 4A,,,N,,
PUBLIC,RESIDENTIAL,N,DHCD,DISTRICT OF COLUMBIA,,603110,0.85,0,,N,3049,3901,X,,,,FERN PARK:  THE PARKS AT WALTER REED.  MULTIPLE ADRESSES (7217 & 7219 12TH STREET NW),N,4,ANC 4A,,,N,,
PUBLIC,GARAGE,N,DMPED,DISTRICT OF COLUMBIA,,5107027,1.77,0,,N,,,,,,,PARKS AT WALTER REED PARKING GARAGE AIR RIGHTS,N,4,ANC 4A,,,N,,
PUBLIC,LIBRARY,N,DCPL,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,5578860,1.77,0,,N,18888,SUB,46,,,,JUANITA E. THORNTON-SHEPHERD PARK LIBRARY,N,4,ANC 4A,,,N,,
PUBLIC,FIRE STATION / ANTENNA,Y,DCFEMS,DISTRICT OF COLUMBIA,,6713350,1.77,0,,N,14052,SUB,182,,,,"WALTER REED BUILDING 18 - ENGINE 22 RELOCATION.  ANNTENNA.  NEW CINGULAR WIRELESS PCS, LLC",N,4,ANC 4B,5/31/2021,3/31/2035,N/A / LEASE,,
PUBLIC,CHARTER SCHOOL,Y,PCSB,DISTRICT OF COLUMBIA,,28439910,1.89,0,,N,328974,219,40,,,,PAUL PUBLIC CHARTER SCHOOL (INTERNATIONAL HS & MS SCHOOL),N,4,ANC 4B,6/29/2013,7/30/2038,TRIPLE NET,,
PUBLIC,RECREATION CENTER,N,DPR,DISTRICT OF COLUMBIA,,45116720,1.89,0,,N,374847,,,,,,EMERY RECREATION.  MULTIPLE ADDRESSES,N,4,ANC 4D,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,14242770,1.89,0,,N,132350,3546,G,,,,TRUESDELL ELEMENTARY,N,4,ANC 4D,,,N,,
PUBLIC,FIRE STATION / ANTENNA,Y,DCFEMS,DISTRICT OF COLUMBIA,,6193840,1.77,0,,N,34455,SUB,7,,,,"ENGINE 24 FIRE STATION.  ANNTENNA.  NEW CINGULAR WIRELESS PCS, LLC",N,4,ANC 4D,7/26/2020,4/1/2035,N/A / LICENSE,,
PUBLIC,FIRE STATION,N,DCFEMS,DISTRICT OF COLUMBIA,,8275410,1.77,0,,N,16975,SUB,7,,,,ENGINE 24 FIRE STATION RESERVE,N,4,ANC 4D,,,N,,
PUBLIC,RECREATION CENTER / SPRAY PARK,N,DPR,UNITED STATES OF AMERICA,,2555470,1.65,0,0710,N,41600,158,11,,,,PETWORTH RECREATION CENTER / SPRAY PARK.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES,N,4,ANC 4C,,,N,,
PUBLIC,POLICE STATION / RECREATION / SCHOOLS,M,MPD,DISTRICT OF COLUMBIA,,10432070,1.89,0,,N,44175,1403,*,,,,"REGIONAL OPERATIONS CRIME CENTER / PATROL SERVICES BUREAU.  Boys & Girls Club of Greater Washington Commence = 12/31/2004, Expiration = 12/31/2024; Briya Public Charter School Commence = 9/18/2014, Expiration = 9/17/2024",N,4,ANC 4C,12/30/2004,12/30/2024,SUBLEASE / LEASE,,
PUBLIC,POOL / SPRAY PARK / RECREATION CENTER,N,DPR,DISTRICT OF COLUMBIA,,8885720,1.77,0,,N,63349,SUB,3,,,,PARKVIEW RECREATION CENTER / POOL / SPRAY PARK,N,1,ANC 1E,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,11825880,1.89,0,,N,65200,,,,,,BRUCE-MONROE ELEMENTARY SCHOOL @ PARK VIEW,N,1,ANC 1E,,,N,,
PUBLIC,SENIOR WELLNESS,N,DACL,DISTRICT OF COLUMBIA,,6174150,1.77,0,,N,6064,3828,J,,,,MARY'S SENIOR WELLNESS CENTER ,N,1,ANC 1E,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,UNITED STATES OF AMERICA,,2599470,0.85,0,,N,,SUB,37,,,,PARK MORTON APARTMENTS,N,1,ANC 1E,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,UNITED STATES OF AMERICA,,0,0,0,,N,16100,SUB,37,,,,PARK MORTON APARTMENTS.  MULTIPLE ADDRESSES,N,1,ANC 1E,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,UNITED STATES OF AMERICA,,3899210,0.85,0,,N,16049,,,,,,PARK MORTON APARTMENTS.  MULTIPLE ADDRESSES,N,1,ANC 1E,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,UNITED STATES OF AMERICA,,0,0,0,,N,56569,3893,H,,,,PARK MORTON APARTMENTS.  610 -640 PARK RD NW & 651 MORTON ST NW ,N,1,ANC 1A,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,3899210,0.85,0,,N,,SUB,37,,,,PARK MORTON APARTMENTS.  MULTIPLE ADDRESSES,N,1,ANC 1E,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,3899210,0.85,0,,N,,SUB,37,,,,PARK MORTON APARTMENTS.  MULTIPLE ADDRESSES,N,1,ANC 1E,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,2599470,0.85,0,,N,,SUB,37,,,,PARK MORTON APARTMENTS,N,1,ANC 1E,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,UNITED STATES OF AMERICA,,3899210,0.85,0,,N,20918,,,,,,PARK MORTON APARTMENTS.  MULTIPLE ADDRESSES,N,1,ANC 1E,,,N,,
PUBLIC,PUBLIC SCHOOL / SPECIAL USE,N,DCPS / DPW,DISTRICT OF COLUMBIA,,6450380,1.77,0,,N,46900,,,,,,WASHINGTON METROPOLITAN HIGH SCHOOL / DPW TIRE SHOP.  MULTIPLE ADDRESSES  MULTIPLE AGENCIES.,N,1,ANC 1E,,,N,,
PUBLIC,RECREATION CENTER GROUNDS,N,DPR,UNITED STATES OF AMERICA,,3061620,1.65,0,0705,N,49613,162,1,,,,K C LEWIS RECREATION CENTER GROUNDS.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES,N,1,ANC 1E,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,1645380,0.85,0,,N,12900,SUB,66,,,,KELLY MILLER APARTMENTS.  MULTIPLE ADDRESSES,N,1,ANC 1B,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,1645380,0.85,0,,N,12900,SUB,66,,,,KELLY MILLER APARTMENTS.  MULTIPLE ADDRESSES,N,1,ANC 1B,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,1456250,0.85,0,,N,18450,SUB,66,,,,KELLY MILLER APARTMENTS.  MULTIPLE ADDRESSES,N,1,ANC 1B,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,1383840,0.85,0,,N,17250,SUB,66,,,,KELLY MILLER APARTMENTS.  MULTIPLE ADDRESSES,N,1,ANC 1B,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,1589840,0.85,0,,N,12000,SUB,66,,,,KELLY MILLER APARTMENTS.  MULTIPLE ADDRESSES,N,1,ANC 1B,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,1713260,0.85,0,,N,13500,SUB,66,,,,KELLY MILLER APARTMENTS.  MULTIPLE ADDRESSES,N,1,ANC 1B,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,1682410,0.85,0,,N,13500,SUB,66,,,,KELLY MILLER APARTMENTS.  MULTIPLE ADDRESSES,N,1,ANC 1B,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,1326100,0.85,0,,N,16575,SUB,66,,,,KELLY MILLER APARTMENTS.  MULTIPLE ADDRESSES,N,1,ANC 1B,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,1244790,0.85,0,,N,15600,SUB,66,,,,KELLY MILLER APARTMENTS.  MULTIPLE ADDRESSES,N,1,ANC 1B,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,1442530,0.85,0,,N,16575,SUB,66,,,,KELLY MILLER APARTMENTS.  MULTIPLE ADDRESSES,N,1,ANC 1B,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,5228360,0.85,0,,N,37500,SUB,55,,,,LEDROIT APARTMENTS,N,1,ANC 1B,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,1114020,0.85,0,,N,5998,SUB,56,,,,LEDROIT APARTMENTS,N,1,ANC 1B,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,UNITED STATES OF AMERICA,,828160,0.85,0,,N,8755,SUB,66,,,,KELLY MILLER APARTMENTS.  MULTIPLE ADDRESSES,N,1,ANC 1B,,,N,,
PUBLIC,PARK / SPRAY PARK,Y,DPR,DISTRICT OF COLUMBIA,,10090080,1.89,0,,N,141185,,,,,,THE PARK AT LEDROIT (FORMERLY - GAGE ECKINGTON PARK) / SPRAY PARK.  ADDRESSES ARE RETIRED.  Common Good City Farm,N,1,ANC 1B,12/14/2011,1/30/2024,GROSS / LEASE,,
PUBLIC,DEVELOPMENT SITE,N,DMPED,DISTRICT OF COLUMBIA,,54545160,1.89,0,,N,327154,3897,I,,,,MCMILLAN SAND FILTRATION SITE REDEVELOPMENT,N,5,ANC 5E,,,N,,
PUBLIC,DEVELOPMENT SITE,N,DMPED,DISTRICT OF COLUMBIA,,2764400,1.65,0,,N,37236,3897,I,,,,MCMILLAN SAND FILTRATION SITE REDEVELOPMENT,N,5,ANC 5E,,,N,,
PUBLIC,CHARTER SCHOOL / ANTENNA,M,PCSB,DISTRICT OF COLUMBIA,,18309320,1.89,0,,N,229875,206,189,,,,"E.L. HAYNES PCS.  ELH Kansas Avenue, Inc. Commence = 4/30/2010, Expiration = 6/30/2036; Tower Entity 3 LLC Commence = 12/31/2004, Expiration = 12/30/2024",N,4,ANC 4C,12/30/2004,6/29/2036,LEASE / LICENSE,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,68463090,1.89,0,,N,230462,2416,*,,,,TAKOMA ELEMENTARY SCHOOL,N,4,ANC 4B,,,N,,
PUBLIC,LIBRARY,N,DCPL,DISTRICT OF COLUMBIA,,1620550,1.65,0,,N,11390,1443,*,,,,TAKOMA PARK LIBRARY,N,4,ANC 4B,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,15051870,1.89,0,,N,150000,,,,,,BARNARD ELEMENTARY SCHOOL,N,4,ANC 4D,,,N,,
PUBLIC,EMERGENCY FAMILY SHELTER / ANTENNA,Y,DHS,DISTRICT OF COLUMBIA,,2847700,1.65,0,,N,8722,155,52,,,,"THE KENNEDY SHORT TERM FAMILY HOUSING.  NEW CINGULAR ANNTENNA.  New Cingular Wireless PCS, LLC",N,4,ANC 4D,3/27/2018,3/26/2028,TRIPLE NET / LICENSE,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,8010720,1.77,0,,N,79751,1837,*,,,,WHITTER ELEMENTARY SCHOOL,N,4,ANC 4B,,,N,,
PUBLIC,RECREATION CENTER GROUNDS,N,DPR,UNITED SATES OF AMERICA,,18000190,1.89,0,0445,N,283200,217,29,,,,"PART OF TAKOMA COMMUNITY CENTER GROUNDS.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES BY SUBDIVISION BOOK 158, PAGE 11",N,4,ANC 4B,,,N,,
PUBLIC,PUBLIC SCHOOL / GROUNDS,N,DCPS,UNITED STATES OF AMERICA,,71496860,1.89,0,,N,588412,217,29,,,,COOLIDGE HIGH SCHOOL / IDA B. WELL MIDDLE SCHOOL (6401 5TH STREET NW) / FRANK WILLIAMS CENTER.  TRACK AND FOOTBALL FIELD.  MULTIPLE ADDRESSES,N,4,ANC 4B,,,N,,
PUBLIC,COMMUNITY / AQUATIC CENTER,N,DPR,DISTRICT OF COLUMBIA,,22157690,1.89,0,0445,N,220198,158,11,,,,PART OF TAKOMA AQUATIC / COMMUNITY CENTER.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES,Y,4,ANC 4B,,,N,,
PUBLIC,SENIOR WELLNESS,N,DACL,DISTRICT OF COLUMBIA,,4684340,1.65,0,,N,25175,198,186,,,,HATTIE HOLMES SENIOR WELLNESS CENTER,N,4,ANC 4D,,,N,,
PUBLIC,CHARTER SCHOOL / REC / PUBLIC SCHOOL / ANTENNA,Y,PSCB / DPR,DISTRICT OF COLUMBIA,,14953440,1.89,0,0517,N,230266,"141, 149, 209","125, 170, 139",,,,"WASHINGTON LATIN PCS (MIDDLE & UPPER) / RUDOLPH RECREATION CENTER.  TRANSFER OF JURISDICTION (TOJ) FOR SCHOOL PURPOSES.  Latin Rudolph Qalicb, LLC",N,4,ANC 4D,2/18/2013,8/30/2038,TRIPLE NET / LEASE,,
PUBLIC,CHARTER SCHOOL,Y,PCSB,DISTRICT OF COLUMBIA,,23310330,1.89,0,,N,297283,3520,B,,,,CAPITAL CITY PCS,N,4,ANC 4B,7/31/2012,7/30/2037,TRIPLE NET / LEASE,,
PUBLIC,CHARTER SCHOOL,N,PCSB,DISTRICT OF COLUMBIA,,73745890,1.89,0,277F,N,900470,1858,*,,,,"MULTIPLE SCHOOLS (C.H.O.I.C.E. ACADEMY @ EMERY, LANGLEY ELEMENTARY, MCKINLEY MIDDLE, MCKINLEY TECHNOLOGY HS) & ADDRESSES.  TRANSFER OF JURISDICTION (TOJ) FOR RESERVATION 277F FOR SMALL PARK.",N,5,ANC 5F,,,N,,
PUBLIC,SHELTER,N,DHS,DISTRICT OF COLUMBIA,,11155360,5,0,,N,63449,1858,*,,,,EMERY WORK BED PROGRAM,N,5,ANC 5F,,,N,,
PUBLIC,RECREATION CENTER,N,DPR,UNITED STATES OF AMERICA,,8717750,1.77,0,0464,N,132550,158,11,,,,HARRY THOMAS RECREATION CENTER.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES,N,5,ANC 5F,,,N,,
